1	608.9	479.6	436.0	1	625.7	447.1	483.0	1
2	607.5	477.1	442.0	1	622.5	449.3	491.0	1
3	608.2	482.1	449.0	1	624.1	453.2	498.0	1
4	608.9	476.6	454.0	1	625.8	454.8	502.0	1
5	614.0	478.6	463.0	1	623.7	460.8	509.0	1
6	612.5	480.4	465.0	1	622.3	462.3	517.0	1
7	613.5	478.7	472.0	1	623.4	457.6	525.0	1
8	615.7	474.9	473.0	1	624.2	455.6	526.0	1
9	618.1	473.5	480.0	1	620.0	461.8	538.0	1
10	622.3	475.3	489.0	1	618.0	462.1	543.0	1
11	622.1	481.6	496.0	1	617.3	464.8	549.0	1
12	623.2	479.9	490.0	1	619.2	459.6	546.0	1
13	650.9	476.6	497.0	2	608.2	421.9	564.0	1
14	0	0	0.0	0	0	0	0.0	0
15	0	0	0.0	0	0	0	0.0	0
16	0	0	0.0	0	0	0	0.0	0
17	0	0	0.0	0	0	0	0.0	0
18	0	0	0.0	0	510.6	-100.2	765.0	0
19	614.0	473.5	535.0	0	608.4	423.7	599.0	1
20	614.1	471.6	531.0	1	606.8	452.5	595.0	1
21	615.7	475.6	540.0	1	614.2	451.3	592.0	1
22	616.2	481.3	541.0	1	615.0	458.7	606.0	1
23	619.4	482.0	543.0	1	615.1	456.6	611.0	1
24	617.7	487.1	553.0	1	617.1	453.5	612.0	1
25	617.6	483.8	553.0	1	614.6	452.9	619.0	1
26	620.6	486.2	558.0	1	614.7	456.6	626.0	1
27	620.9	482.6	559.0	1	608.3	462.2	634.0	1
28	624.1	479.1	567.0	1	610.6	458.0	637.0	1
29	625.3	478.5	560.0	1	610.9	461.4	642.0	1
30	626.9	479.6	571.0	1	612.2	459.5	643.0	1
31	627.2	482.8	574.0	1	617.7	454.0	643.0	1
32	626.4	481.1	578.0	1	614.3	457.2	646.0	1
33	628.4	481.8	587.0	1	616.6	458.9	654.0	1
34	628.4	481.0	588.0	1	617.7	460.7	662.0	1
35	628.8	487.3	591.0	1	618.1	458.4	666.0	1
36	626.1	485.6	590.0	1	618.9	459.6	671.0	1
37	624.2	488.8	588.0	1	617.3	461.5	678.0	1
38	625.0	489.9	586.0	1	619.3	457.2	682.0	1
39	627.7	495.2	588.0	1	621.9	459.3	681.0	1
40	629.4	493.3	588.0	1	625.1	461.0	677.0	1
41	632.3	490.0	587.0	1	626.4	460.2	681.0	1
42	632.1	492.8	584.0	1	625.3	459.1	680.0	1
43	633.2	491.4	585.0	1	627.3	455.4	677.0	1
44	629.3	498.8	587.0	1	627.5	454.7	678.0	1
45	627.4	497.0	591.0	1	629.9	451.7	677.0	1
46	623.6	498.2	588.0	1	630.4	449.1	680.0	1
47	624.6	499.7	588.0	1	632.7	450.5	685.0	1
48	623.9	505.0	586.0	1	634.5	456.7	678.0	1
49	642.3	498.6	590.0	2	671.6	466.3	689.0	1
50	1163.8	619.9	612.0	2	1169.0	581.5	722.0	1
51	1144.8	621.1	612.0	1	1180.0	587.6	712.0	1
52	1151.3	622.2	607.0	1	1183.7	591.4	710.0	1
53	1149.6	624.2	607.0	1	1184.1	600.9	717.0	1
54	1150.6	624.5	609.0	1	1185.9	598.5	713.0	1
55	1151.5	628.8	614.0	1	1185.3	600.7	715.0	1
56	1151.8	627.5	616.0	1	1186.1	602.9	711.0	1
57	1153.4	627.0	617.0	1	1185.6	606.0	715.0	1
58	1159.5	626.4	621.0	1	1188.0	606.5	716.0	1
59	1158.7	626.8	621.0	1	1188.7	606.6	719.0	1
60	1159.3	629.6	627.0	1	1189.7	605.4	717.0	1
61	1154.2	634.3	629.0	1	1193.6	603.3	725.0	1
62	1156.7	634.8	636.0	1	1196.3	603.9	730.0	1
63	1160.8	635.9	641.0	1	1196.8	604.7	731.0	1
64	1160.8	635.3	643.0	1	1193.2	601.6	739.0	1
65	909.1	603.9	629.0	2	947.0	559.4	750.0	1
66	573.6	545.1	615.0	2	576.7	509.9	713.0	1
67	547.5	548.3	615.0	1	531.3	489.1	712.0	1
68	550.9	546.7	621.0	1	523.9	491.8	718.0	1
69	555.0	545.1	628.0	1	514.2	489.9	726.0	1
70	557.6	541.9	625.0	1	507.9	491.0	725.0	1
71	562.5	540.5	625.0	1	505.1	494.3	728.0	1
72	563.3	540.7	619.0	1	500.8	490.1	728.0	1
