1	646.8	535.2	455.0	1	646.9	502.0	601.0	1
2	643.0	524.5	448.0	1	650.9	496.6	602.0	1
3	648.0	516.8	444.0	1	644.6	490.4	605.0	1
4	649.8	525.1	455.0	1	645.5	494.7	611.0	1
5	649.4	523.4	452.0	1	645.8	494.1	609.0	1
6	648.0	534.0	459.0	1	643.5	496.4	617.0	1
7	652.6	524.1	452.0	1	644.5	497.5	612.0	1
8	647.0	533.2	460.0	1	648.2	519.3	621.0	1
9	0	0	0.0	0	0	0	0.0	0
10	0	0	0.0	0	0	0	0.0	0
11	0	0	0.0	0	0	0	0.0	0
12	0	0	0.0	0	0	0	0.0	0
13	696.7	492.8	471.0	0	739.8	505.5	555.0	0
14	714.0	463.6	501.0	1	695.3	425.0	648.0	1
15	714.8	454.4	503.0	1	694.7	438.3	664.0	1
16	719.7	442.3	515.0	1	692.3	450.0	690.0	1
17	725.7	447.1	524.0	1	702.7	446.5	701.0	1
18	731.7	456.9	547.0	1	706.3	449.3	717.0	1
19	730.9	449.2	557.0	1	710.5	450.1	733.0	1
20	728.0	455.2	566.0	1	711.0	455.5	752.0	1
21	731.0	439.7	566.0	1	714.1	450.6	767.0	1
22	734.9	440.7	574.0	1	724.0	463.2	774.0	1
23	734.9	444.2	583.0	1	728.7	452.2	781.0	1
24	733.9	444.4	579.0	1	727.0	442.5	770.0	1
25	735.8	432.2	562.0	1	732.8	443.1	765.0	1
26	738.5	424.1	563.0	1	733.0	447.0	757.0	1
27	740.2	450.1	569.0	1	736.2	447.2	751.0	1
28	738.4	446.9	562.0	1	734.0	452.7	745.0	1
29	738.9	448.6	554.0	1	732.7	444.1	733.0	1
30	738.9	432.8	540.0	1	735.1	440.9	717.0	1
31	735.1	438.3	538.0	1	735.9	442.5	702.0	1
32	741.6	451.7	542.0	1	741.8	444.6	693.0	1
33	741.5	452.5	531.0	1	738.6	435.0	684.0	1
34	743.7	440.3	533.0	1	732.8	443.0	693.0	1
35	744.4	439.4	517.0	1	737.8	436.9	683.0	1
36	740.8	432.7	514.0	1	742.2	448.5	679.0	1
37	0	0	0.0	0	849.5	679.2	423.0	1
38	0	0	0.0	0	0	0	0.0	0
39	0	0	0.0	0	0	0	0.0	0
40	0	0	0.0	0	0	0	0.0	0
41	668.4	895.3	374.0	0	715.7	892.2	326.0	0
42	661.6	540.0	518.0	0	723.3	539.7	617.0	0
43	673.5	447.9	545.0	1	686.8	429.9	718.0	1
44	679.0	434.9	552.0	1	683.4	451.5	721.0	1
45	677.7	425.7	550.0	1	684.5	446.0	727.0	1
46	679.6	442.4	567.0	1	678.7	448.1	744.0	1
47	682.9	441.4	577.0	1	679.0	452.5	754.0	1
48	682.0	453.3	578.0	1	686.3	448.3	754.0	1
49	676.5	443.2	592.0	1	684.0	455.6	781.0	1
50	674.7	436.6	600.0	1	687.8	449.0	796.0	1
51	677.6	429.3	603.0	1	683.6	439.0	807.0	1
52	669.3	419.8	601.0	1	688.4	448.4	823.0	1
53	674.3	426.2	604.0	1	683.8	449.4	820.0	1
54	667.8	434.7	608.0	1	681.3	441.5	825.0	1
55	668.9	433.8	600.0	1	679.4	441.8	815.0	1
56	672.2	423.8	585.0	1	675.5	445.2	808.0	1
