1	666.2	440.8	980.0	1	621.0	486.1	810.0	1
2	666.5	442.2	980.0	1	622.8	487.6	807.0	1
3	664.2	444.4	984.0	1	619.4	486.7	811.0	1
4	666.6	443.6	989.0	1	622.9	488.8	817.0	1
5	663.7	451.2	997.0	1	623.0	489.9	819.0	1
6	665.0	452.1	999.0	1	626.4	486.7	828.0	1
7	666.3	458.6	1006.0	1	628.7	487.4	834.0	1
8	665.1	462.3	1015.0	1	633.8	486.9	840.0	1
9	668.4	459.9	1025.0	1	630.4	488.5	845.0	1
10	670.6	459.8	1028.0	1	625.8	490.8	868.0	1
11	671.0	463.0	1038.0	1	629.9	488.5	878.0	1
12	676.7	461.9	1048.0	1	634.2	485.6	882.0	1
13	675.7	468.5	1065.0	1	639.9	489.3	888.0	1
14	778.2	423.0	1069.0	1	744.5	437.0	899.0	1
15	781.8	418.3	1093.0	1	737.6	438.2	911.0	1
16	787.6	423.4	1108.0	1	745.2	441.1	926.0	1
17	794.4	420.2	1116.0	1	746.3	438.9	941.0	1
18	796.4	416.9	1121.0	1	752.0	434.3	946.0	1
19	790.8	412.8	1146.0	1	752.7	437.1	965.0	1
20	824.3	420.0	1139.0	2	770.1	447.4	972.0	1
21	1029.1	981.6	372.0	0	1082.9	1028.2	281.0	1
22	0	0	0.0	0	0	0	0.0	0
23	1194.1	963.0	336.0	0	1086.1	1114.5	235.0	0
24	810.0	518.2	960.0	0	844.8	649.6	734.0	0
25	851.0	372.6	1116.0	1	791.5	376.7	976.0	0
26	830.1	395.5	1112.0	1	783.9	396.3	952.0	1
27	828.3	390.9	1113.0	1	780.9	399.3	957.0	1
28	822.7	380.2	1111.0	1	780.1	390.0	961.0	1
29	815.4	381.7	1124.0	1	776.3	399.3	975.0	1
30	810.2	391.4	1142.0	1	778.6	400.7	991.0	1
31	820.2	402.2	1160.0	1	773.5	407.6	1012.0	1
32	819.3	407.9	1182.0	1	780.0	398.6	1028.0	1
33	822.4	408.8	1194.0	1	780.4	397.5	1050.0	1
34	818.7	410.7	1215.0	1	773.0	401.4	1079.0	1
35	812.4	414.6	1237.0	1	778.5	399.5	1090.0	1
36	809.7	412.1	1255.0	1	779.2	401.8	1100.0	1
37	809.6	408.9	1266.0	1	777.1	402.4	1119.0	1
38	806.0	413.6	1273.0	1	775.1	400.1	1124.0	1
39	810.8	407.0	1265.0	1	770.5	397.6	1133.0	1
40	798.8	400.4	1279.0	1	768.1	397.0	1144.0	1
41	795.7	405.0	1288.0	1	765.5	401.1	1146.0	1
42	795.6	403.1	1288.0	1	767.0	399.4	1150.0	1
43	799.1	399.2	1278.0	1	771.4	396.8	1137.0	1
44	804.5	413.7	1284.0	1	775.3	399.6	1143.0	1
45	800.5	465.8	1224.0	2	796.4	454.8	1056.0	1
46	0	0	0.0	0	1157.3	1204.7	249.0	1
47	0	0	0.0	0	0	0	0.0	0
48	0	0	0.0	0	0	0	0.0	0
49	0	0	0.0	0	0	0	0.0	0
50	1098.7	1058.8	408.0	0	809.6	745.6	670.0	0
51	689.1	490.2	1139.0	0	746.6	413.4	1064.0	0
52	724.2	401.1	1289.0	1	718.0	352.5	1139.0	1
53	715.8	399.1	1286.0	1	725.4	364.9	1125.0	1
54	710.6	410.7	1314.0	1	721.4	361.9	1129.0	1
55	722.6	423.6	1304.0	2	727.9	354.2	1158.0	1
56	0	0	0.0	0	900.0	1021.2	359.0	1
57	0	0	0.0	0	0	0	0.0	0
58	0	0	0.0	0	0	0	0.0	0
59	0	0	0.0	0	0	0	0.0	0
60	0	0	0.0	0	0	0	0.0	0
61	0	0	0.0	0	790.4	738.8	752.0	0
62	0	0	0.0	0	740.3	402.9	1157.0	0
63	708.7	541.3	1281.0	0	711.2	381.7	1195.0	1
64	719.6	444.1	1428.0	1	700.6	407.2	1195.0	1
